Point Name,Time Recorded,Gas Temperature,Static Pressure,CH4 Percent,CO2 Percent,O2 Percent,Balance Percent,Date Recorded,TRS,Vacuum In WC
"FRBVC172","11:26 AM","115.0","-11.00","44.6","39.3","0.6","15.5","9/16/2018","","",
"FRBVC171","11:30 AM","110.0","-19.40","51.7","42.4","0.8","5.1","9/16/2018","","",
"FRBVC170","11:33 AM","105.0","-20.60","55.3","43.2","0.7","0.8","9/16/2018","","",
"FBVC105R","11:39 AM","120.0","-13.00","52.2","47.0","0.6","0.2","9/16/2018","","",
"FRBVC175","11:43 AM","108.0","-2.70","46.4","42.5","0.8","10.3","9/16/2018","","",
"FRBVC174","11:49 AM","110.0","-8.00","29.2","30.8","5.0","35.0","9/16/2018","","",
"FRBVC202","11:54 AM","80.0","-11.40","53.4","45.7","0.4","0.5","9/16/2018","","",
"FRBVC203","11:58 AM","90.0","-12.30","53.1","46.3","0.4","0.2","9/16/2018","","",
"FRBVC137","12:03 PM","125.0","-10.70","52.4","46.9","0.5","0.2","9/16/2018","","",
"FRB5DE3S","12:14 PM","90.0","-22.10","53.7","45.7","0.4","0.2","9/16/2018","","",
"FBVC109R","12:21 PM","70.0","-22.20","42.4","36.9","4.5","16.2","9/16/2018","","",
"FRB05DF2","12:25 PM","85.0","-22.30","52.9","46.3","0.7","0.1","9/16/2018","","",
"FRBVC108","12:30 PM","75.0","-22.60","38.9","35.0","6.0","20.1","9/16/2018","","",
"FRB05DF1","12:36 PM","80.0","-22.90","40.0","34.1","5.3","20.6","9/16/2018","","",
"FRBVC107","12:39 PM","100.0","-23.10","51.8","47.8","0.2","0.2","9/16/2018","","",
"FBVC106R","12:44 PM","100.0","-18.80","52.8","46.3","0.8","0.1","9/16/2018","","",
"FRBVC178","12:50 PM","100.0","-7.50","47.6","47.0","0.4","5.0","9/16/2018","","",
"FRBVC131","1:00 PM","80.0","-2.40","0.0","0.1","20.6","79.3","9/16/2018","","",
"FRBVC177","1:05 PM","120.0","-7.00","51.3","43.3","0.8","4.6","9/16/2018","","",
"FRB05DG5","1:11 PM","90.0","-7.90","40.1","40.9","0.8","18.2","9/16/2018","","",
"FRB05DG6","1:17 PM","110.0","-6.60","41.2","40.2","0.8","17.8","9/16/2018","","",
"FRB05DG3","1:21 PM","115.0","-3.70","38.1","41.6","0.3","20.0","9/16/2018","","",
"FRB05DG2","1:26 PM","90.0","-7.20","40.1","40.2","0.8","18.9","9/16/2018","","",
"FRB05DF4","1:33 PM","90.0","-22.50","54.1","44.7","0.7","0.5","9/16/2018","","",
"FRBVC136","1:37 PM","125.0","-13.10","52.4","45.1","0.9","1.6","9/16/2018","","",
"FRBVC135","1:45 PM","125.0","-0.30","54.8","43.3","0.6","1.3","9/16/2018","","",
"FRB05DG4","5:04 PM","125.0","-2.00","55.3","41.3","0.6","2.8","9/16/2018","","",
"FRB05DG1","5:12 PM","120.0","-6.30","35.9","34.8","0.6","28.7","9/16/2018","","",
"FRB00D2W","5:51 PM","110.0","-4.30","55.8","39.1","0.7","4.4","9/16/2018","","",
"FRB00C2W","5:56 PM","108.0","-20.00","54.0","38.5","0.8","6.7","9/16/2018","","",
"FRBMTC1N","8:04 AM","80.0","-8.20","48.1","37.7","2.3","11.9","9/28/2018","","",
"FRBVC191","8:12 AM","80.0","-1.10","42.5","55.3","0.3","1.9","9/28/2018","","",
"FRBVC190","8:15 AM","85.0","-2.30","48.2","47.1","0.6","4.1","9/28/2018","","",
"FRBVC212","8:20 AM","80.0","-20.60","56.5","40.1","0.7","2.7","9/28/2018","","",
"FRBVC211","8:25 AM","80.0","-15.30","57.1","40.2","0.6","2.1","9/28/2018","","",
"FRBVC55R","8:48 AM","95.0","-14.20","45.5","36.7","0.9","16.9","9/28/2018","","",
